94.46152750651042,52.14594236550199,0.537712949241473_0
92.86332194010417,55.92731896350102,0.487944270305194_1
93.43207126193576,65.36847844842528,0.5635973890904451_2
114.27792019314236,60.6825367806247,0.16102802273945072_3
94.30730523003473,73.24977913298567,0.6977526002426409_4
104.90968831380208,61.59060389645961,0.44273979611537184_5
73.3902825249566,53.82368651672406,0.9749964996848585_6
90.56852552625868,68.34774209471294,0.7987024245054876_7
83.13908216688368,55.119278307395035,1.0280800677452826_8
87.55874633789062,57.48827333798585,0.7417172124370929_9
119.01484849717882,64.81551442385425,0.12348845881035694_10
108.14263916015625,61.13339034330119,0.43346470849438684_11
85.0743645562066,65.32500192137117,0.753551376670239_12
82.16802978515625,60.63413832130374,0.7942644901702456_13
113.09513685438368,55.56872335304091,0.11009442925087773_14
99.96863810221355,73.13101156934412,0.3913852523132425_15
72.39706759982639,50.749845236524976,0.7774246456480928_16
73.66337754991319,61.032734469811814,1.1553428258676388_17
71.9581298828125,67.75660035881438,0.9821446777528526_18
99.80151028103299,55.456658808077016,0.6705236225859247_19
89.55967203776042,57.75581662730579,0.39351345028717816_20
102.10757785373264,64.56028898832331,0.33399994900351654_21
102.2332051595052,60.93486829684815,0.4076381372670107_22
110.47662353515625,69.96613136300334,0.2781389121108963_23
82.52803209092882,68.42806722917535,0.5315410688367965_24
107.58993869357639,60.31246982230225,0.34658354048115186_25
100.80889892578125,67.29584368298585,0.40739795609313983_26
93.7563239203559,57.68878842345888,0.4863070245883885_27
108.08546617296007,70.23475936760224,0.36917795531022324_28
82.98568725585938,61.9940600153989,0.7436503245914726_29
78.67799546983507,46.72702658608035,0.8765641867033448_30
97.59427558051215,62.26654388110766,0.482362939028809_31
75.5924072265625,59.69556850024329,0.9490388641529678_32
111.268798828125,50.97711398765441,0.23438622808253365_33
131.01011827256946,61.24241965118708,-0.14513666941564515_34
85.08647325303819,62.97671828781086,0.6237634354003275_35
78.97826131184895,60.34245289351904,0.9062221797966782_36
84.78882514105902,62.19431044037183,0.7376675709707093_37
70.71421305338542,57.34879252188558,1.062683630543956_38
115.077880859375,79.50912811811605,0.12909248932860462_39
88.32214694552951,71.67088798521166,0.7819107015706822_40
102.76151529947917,75.97613692607091,0.41271764708150793_41
72.21977064344618,54.54048626801845,0.9579854573849798_42
122.24873182508681,79.06899506453344,0.028639650075663256_43
87.69201321072049,82.6214811414645,0.6671252775983931_44
58.79612901475694,53.282734343533335,1.341921470040039_45
53.19946967230903,51.31152151168995,1.5774284472749285_46
111.74733140733507,65.93629904345386,0.22734512003828977_47
71.17558119032118,53.09850695201057,1.0338810322233651_48
89.71646796332465,61.928717456517866,0.6866112325044111_49
98.57697211371527,69.1764161308571,0.5325921518852915_50
83.90109592013889,61.30178151824174,0.7459332085998672_51
115.06501600477431,61.732886297067736,0.15863245294556616_52
109.20347425672743,58.21136969477173,0.2958591834501561_53
100.17364162868924,72.72231275913072,0.4868876483972055_54
84.24442206488715,66.36358362593822,0.7782230159792848_55
86.77429877387152,61.73932912435304,0.7408106388371674_56
69.44857109917535,63.29918437933457,0.9949968789153729_57
84.02971055772569,58.06395628964912,0.670290109938245_58
86.76773410373264,64.00745449761588,0.7114444394279508_59
87.91465250651042,60.33331028507105,0.7737675897894273_60
98.6087883843316,57.46465596628923,0.3584220436197416_61
81.36179606119792,61.65070129704792,1.115376233737803_62
110.59474351671007,78.72729558383325,0.09561550553404499_63
98.29251098632812,67.60097492073704,0.5202951267734183_64
61.92644585503472,69.35811036468488,1.3319652378668212_65
78.2394036187066,59.89152448230622,0.6254063592145779_66
82.79622056749132,55.58819673085816,0.5656431949921726_67
90.15399169921875,60.88721267480915,0.4470832577308648_68
59.013278537326386,59.73216150818219,1.3686244702403505_69
96.62202284071181,46.54773907317463,0.6569434355846848_70
115.85926988389757,55.207361192981125,0.07995739911766256_71
93.62551540798611,62.22181678305315,0.44558710974872034_72
172.276119656033,60.282855428592406,-1.253949474092737_73
78.62890285915799,48.432116487826555,0.5341759359578861_74
99.81602308485243,60.01301583192382,0.45983073362872573_75
85.21095784505208,66.06608621291946,0.8232459377728142_76
105.12844848632812,59.88454703568974,0.3277230578980128_77
66.71626451280382,53.70521039118026,0.9782650977727416_78
188.38318549262152,47.9635841459049,-2.101722675207136_79
96.5648193359375,65.99616923697155,0.5595437816832675_80
73.06352403428819,63.2547345624739,1.0453161891849538_81
74.51930745442708,58.43889270378811,0.976283111173118_82
72.34847683376736,59.13630775777502,1.0291593645349248_83
83.9341803656684,64.75057278465485,0.6945322172525147_84
68.85708279079861,55.2896574014307,1.2093650094652042_85
